title,state,path,current_version,current_source_id,versions,migrated_to
lojbo munje,current,tiki/lojbo_munje.tiki,4,tiki=lojbo_munje@current,4,lojbo munje
lojbo nu menkanji,current,tiki/lojbo_nu_menkanji.tiki,3,tiki=lojbo_nu_menkanji@current,4,lojbo nu menkanji
lojbo prenu,current,tiki/lojbo_prenu.tiki,7,tiki=lojbo_prenu@current,8,lojbo prenu
lojread,current,tiki/lojread.tiki,11,tiki=lojread@current,12,lojread
long tanru,current,tiki/long_tanru.tiki,2,tiki=long_tanru@current,2,long tanru
long tanru gotcha,current,tiki/long_tanru_gotcha.tiki,2,tiki=long_tanru_gotcha@current,2,long tanru gotcha
lujvo,current,tiki/lujvo.tiki,2,tiki=lujvo@current,2,lujvo
lujvo expander,current,tiki/lujvo_expander.tiki,1,tiki=lujvo_expander@current,2,lujvo expander
lujvo for aphorism,current,tiki/lujvo_for_aphorism.tiki,2,tiki=lujvo_for_aphorism@current,3,lujvo for aphorism
lujyjvo,current,tiki/lujyjvo.tiki,5,tiki=lujyjvo@current,6,lujyjvo
ma'oste,current,tiki/ma'oste.tiki,1,tiki=ma'oste@current,2,ma'oste
mabla,current,tiki/mabla.tiki,2,tiki=mabla@current,3,mabla
mabru klejutsi,current,tiki/mabru_klejutsi.tiki,2,tiki=mabru_klejutsi@current,2,mabru klejutsi
mahoste,current,tiki/mahoste.tiki,1,tiki=mahoste@current,2,mahoste
mailing list,current,tiki/mailing_list.tiki,1,tiki=mailing_list@current,2,mailing list
mailing list hosting,current,tiki/mailing_list_hosting.tiki,1,tiki=mailing_list_hosting@current,2,mailing list hosting
makau,current,tiki/makau.tiki,1,tiki=makau@current,2,makau
malglico,current,tiki/malglico.tiki,3,tiki=malglico@current,3,malglico
malglico examples,current,tiki/malglico_examples.tiki,1,tiki=malglico_examples@current,2,malglico examples
malicious intent,current,tiki/malicious_intent.tiki,1,tiki=malicious_intent@current,2,malicious intent
malsi,current,tiki/malsi.tiki,1,tiki=malsi@current,2,malsi
marktillinghast,current,tiki/marktillinghast.tiki,1,tiki=marktillinghast@current,2,marktillinghast
mathematical proof,current,tiki/mathematical_proof.tiki,1,tiki=mathematical_proof@current,2,mathematical proof
me,current,tiki/me.tiki,2,tiki=me@current,2,me
me la uacintyn loglytuan,current,tiki/me_la_uacintyn_loglytuan.tiki,2,tiki=me_la_uacintyn_loglytuan@current,3,me la uacintyn loglytuan
me la'o gy nanofictionary gy lisri be ci'e lo jbonunsla be de'i li 2005,current,tiki/me_la'o_gy_nanofictionary_gy_lisri_be_ci'e_lo_jbonunsla_be_de'i_li_2005.tiki,5,tiki=me_la'o_gy_nanofictionary_gy_lisri_be_ci'e_lo_jbonunsla_be_de'i_li_2005@current,6,me la'o gy nanofictionary gy lisri be ci'e lo jbonunsla be de'i li 2005
me'o daubu bi'i me'o vaibu,current,tiki/me'o_daubu_bi'i_me'o_vaibu.tiki,1,tiki=me'o_daubu_bi'i_me'o_vaibu@current,2,me'o daubu bi'i me'o vaibu
mei,current,tiki/mei.tiki,1,tiki=mei@current,2,mei
mekso,current,tiki/mekso.tiki,1,tiki=mekso@current,2,mekso
mela sapir .uorf.,current,tiki/mela_sapir_%2Euorf%2E.tiki,1,tiki=mela_sapir_%2Euorf%2E@current,2,mela sapir .uorf.
mela vonovobu.,current,tiki/mela_vonovobu%2E.tiki,1,tiki=mela_vonovobu%2E@current,2,
melbi,current,tiki/melbi.tiki,3,tiki=melbi@current,4,melbi
merko,current,tiki/merko.tiki,1,tiki=merko@current,2,merko
methods of resolving mismatches between place structures and number of overt sumti,current,tiki/methods_of_resolving_mismatches_between_place_structures_and_number_of_overt_sumti.tiki,8,tiki=methods_of_resolving_mismatches_between_place_structures_and_number_of_overt_sumti@current,8,methods of resolving mismatches between place structures and number of overt sumti
mi ca xusra noda,current,tiki/mi_ca_xusra_noda.tiki,1,tiki=mi_ca_xusra_noda@current,2,mi ca xusra noda
mi fanva,current,tiki/mi_fanva.tiki,1,tiki=mi_fanva@current,2,mi fanva
mi fapro jinvi,current,tiki/mi_fapro_jinvi.tiki,1,tiki=mi_fapro_jinvi@current,2,mi fapro jinvi
mi io mlatu,current,tiki/mi_io_mlatu.tiki,3,tiki=mi_io_mlatu@current,4,mi io mlatu
mi pensi le lojbo,current,tiki/mi_pensi_le_lojbo.tiki,1,tiki=mi_pensi_le_lojbo@current,2,mi pensi le lojbo
mi vizykla,current,tiki/mi_vizykla.tiki,4,tiki=mi_vizykla@current,3,mi vizykla
middle lojban,current,tiki/middle_lojban.tiki,2,tiki=middle_lojban@current,3,middle lojban
minilesson,current,tiki/minilesson.tiki,1,tiki=minilesson@current,2,minilesson
minilesson answer key,current,tiki/minilesson_answer_key.tiki,2,tiki=minilesson_answer_key@current,2,minilesson answer key
mintu ja ticysmi,current,tiki/mintu_ja_ticysmi.tiki,5,tiki=mintu_ja_ticysmi@current,5,mintu ja ticysmi
mledi baljutsi,current,tiki/mledi_baljutsi.tiki,1,tiki=mledi_baljutsi@current,2,mledi baljutsi
mo,current,tiki/mo.tiki,1,tiki=mo@current,2,mo
mountains,current,tiki/mountains.tiki,1,tiki=mountains@current,2,mountains
movies,current,tiki/movies.tiki,2,tiki=movies@current,3,movies
mu'ei,current,tiki/mu'ei.tiki,2,tiki=mu'ei@current,2,mu'ei
mumym,current,tiki/mumym.tiki,2,tiki=mumym@current,3,mumym
musical moods,current,tiki/musical_moods.tiki,4,tiki=musical_moods@current,5,musical moods
mystery,current,tiki/mystery.tiki,1,tiki=mystery@current,2,mystery
na nei,current,tiki/na_nei.tiki,1,tiki=na_nei@current,2,na nei
na'i,current,tiki/na'i.tiki,1,tiki=na'i@current,2,na'i
najrut,current,tiki/najrut.tiki,1,tiki=najrut@current,2,najrut
najyzme,current,tiki/najyzme.tiki,1,tiki=najyzme@current,2,najyzme
naku,current,tiki/naku.tiki,1,tiki=naku@current,2,naku
names of lerfu: letter plus script,current,tiki/names_of_lerfu%3A_letter_plus_script.tiki,1,tiki=names_of_lerfu%3A_letter_plus_script@current,2,
natlang,current,tiki/natlang.tiki,1,tiki=natlang@current,2,natlang
natural language,current,tiki/natural_language.tiki,1,tiki=natural_language@current,2,natural language
naturalism,current,tiki/naturalism.tiki,1,tiki=naturalism@current,2,naturalism
nature,current,tiki/nature.tiki,1,tiki=nature@current,2,nature
new color gismu,current,tiki/new_color_gismu.tiki,2,tiki=new_color_gismu@current,3,new color gismu
ng rant,current,tiki/ng_rant.tiki,1,tiki=ng_rant@current,2,ng rant
niall and elizas,current,tiki/niall_and_elizas.tiki,1,tiki=niall_and_elizas@current,2,niall and elizas
nice fu'ivla forms,current,tiki/nice_fu'ivla_forms.tiki,1,tiki=nice_fu'ivla_forms@current,2,nice fu'ivla forms
niction,current,tiki/niction.tiki,1,tiki=niction@current,2,niction
ninsisli'u,current,tiki/ninsisli'u.tiki,2,tiki=ninsisli'u@current,2,ninsisli'u
nitcion,current,tiki/nitcion.tiki,1,tiki=nitcion@current,2,nitcion
no'au,current,tiki/no'au.tiki,1,tiki=no'au@current,2,no'au
noda,current,tiki/noda.tiki,1,tiki=noda@current,2,noda
notci le gusta co minde mutce,current,tiki/notci_le_gusta_co_minde_mutce.tiki,1,tiki=notci_le_gusta_co_minde_mutce@current,2,notci le gusta co minde mutce
nu porpi lo ckana,current,tiki/nu_porpi_lo_ckana.tiki,3,tiki=nu_porpi_lo_ckana@current,4,nu porpi lo ckana
null quantification,current,tiki/null_quantification.tiki,1,tiki=null_quantification@current,2,null quantification
nuncanci la krispinas ambylis,current,tiki/nuncanci_la_krispinas_ambylis.tiki,6,tiki=nuncanci_la_krispinas_ambylis@current,7,nuncanci la krispinas ambylis
nuntalyli'u mini-dictionary,current,tiki/nuntalyli'u_mini-dictionary.tiki,3,tiki=nuntalyli'u_mini-dictionary@current,4,nuntalyli'u mini-dictionary
nuzba,current,tiki/nuzba.tiki,35,tiki=nuzba@current,36,nuzba
observative,current,tiki/observative.tiki,3,tiki=observative@current,4,observative
observatives are not irregular rant,current,tiki/observatives_are_not_irregular_rant.tiki,1,tiki=observatives_are_not_irregular_rant@current,2,observatives are not irregular rant
ongoing projects,current,tiki/ongoing_projects.tiki,12,tiki=ongoing_projects@current,10,ongoing projects
only,current,tiki/only.tiki,2,tiki=only@current,2,only
organizations,current,tiki/organizations.tiki,1,tiki=organizations@current,2,organizations
orient,current,tiki/orient.tiki,1,tiki=orient@current,2,orient
pacnybau,current,tiki/pacnybau.tiki,1,tiki=pacnybau@current,2,pacnybau
parse step 4a,current,tiki/parse_step_4a.tiki,1,tiki=parse_step_4a@current,2,parse step 4a
parse step 4e,current,tiki/parse_step_4e.tiki,1,tiki=parse_step_4e@current,2,parse step 4e
pc,current,tiki/pc.tiki,1,tiki=pc@current,2,pc
pemci lo nu co'a critu fi lo lalxu,current,tiki/pemci_lo_nu_co'a_critu_fi_lo_lalxu.tiki,1,tiki=pemci_lo_nu_co'a_critu_fi_lo_lalxu@current,2,pemci lo nu co'a critu fi lo lalxu
pemcrxaiku,current,tiki/pemcrxaiku.tiki,2,tiki=pemcrxaiku@current,3,pemcrxaiku
pensi2 and djuno3 issues,current,tiki/pensi2_and_djuno3_issues.tiki,6,tiki=pensi2_and_djuno3_issues@current,7,pensi2 and djuno3 issues
pevyvro,current,tiki/pevyvro.tiki,1,tiki=pevyvro@current,2,pevyvro
phonetics,current,tiki/phonetics.tiki,2,tiki=phonetics@current,2,phonetics
phonograph,current,tiki/phonograph.tiki,1,tiki=phonograph@current,2,phonograph
phrasebook,current,tiki/phrasebook.tiki,3,tiki=phrasebook@current,4,phrasebook
pier,current,tiki/pier.tiki,1,tiki=pier@current,2,pier
pilno rant,current,tiki/pilno_rant.tiki,1,tiki=pilno_rant@current,2,pilno rant
place structure,current,tiki/place_structure.tiki,1,tiki=place_structure@current,2,place structure
plurals,current,tiki/plurals.tiki,1,tiki=plurals@current,2,plurals
pne,current,tiki/pne.tiki,1,tiki=pne@current,2,pne
poem,current,tiki/poem.tiki,1,tiki=poem@current,2,poem
poetico-botanical problems,current,tiki/poetico-botanical_problems.tiki,1,tiki=poetico-botanical_problems@current,2,poetico-botanical problems
poi'i,current,tiki/poi'i.tiki,2,tiki=poi'i@current,2,poi'i
poo'ivla,current,tiki/poo'ivla.tiki,1,tiki=poo'ivla@current,2,poo'ivla
porous prophet,current,tiki/porous_prophet.tiki,6,tiki=porous_prophet@current,7,porous prophet
possible worlds and mu'ei,current,tiki/possible_worlds_and_mu'ei.tiki,2,tiki=possible_worlds_and_mu'ei@current,2,possible worlds and mu'ei
proficiency,current,tiki/proficiency.tiki,2,tiki=proficiency@current,3,proficiency
projects,current,tiki/projects.tiki,2,tiki=projects@current,3,projects
pu'u,current,tiki/pu'u.tiki,1,tiki=pu'u@current,2,pu'u
purpleposeidon,current,tiki/purpleposeidon.tiki,4,tiki=purpleposeidon@current,5,purpleposeidon
put out your eyes as if they were a fire,current,tiki/put_out_your_eyes_as_if_they_were_a_fire.tiki,1,tiki=put_out_your_eyes_as_if_they_were_a_fire@current,2,put out your eyes as if they were a fire
pycyn,current,tiki/pycyn.tiki,1,tiki=pycyn@current,2,pycyn
quantification and the meaning of ro,current,tiki/quantification_and_the_meaning_of_ro.tiki,2,tiki=quantification_and_the_meaning_of_ro@current,2,quantification and the meaning of ro
rab.spir,current,tiki/rab%2Espir.tiki,2,tiki=rab%2Espir@current,3,rab.spir
rafsi,current,tiki/rafsi.tiki,2,tiki=rafsi@current,3,rafsi
rafsi fu'ivla,current,tiki/rafsi_fu'ivla.tiki,1,tiki=rafsi_fu'ivla@current,2,rafsi fu'ivla
rafsi zi'evla,current,tiki/rafsi_zi'evla.tiki,4,tiki=rafsi_zi'evla@current,5,rafsi zi'evla
rairsutra,current,tiki/rairsutra.tiki,1,tiki=rairsutra@current,2,rairsutra
ralcku,current,tiki/ralcku.tiki,2,tiki=ralcku@current,2,ralcku
ralpapri,current,tiki/ralpapri.tiki,9,tiki=ralpapri@current,10,ralpapri
random lujvo,current,tiki/random_lujvo.tiki,1,tiki=random_lujvo@current,2,random lujvo
random sentence generator,current,tiki/random_sentence_generator.tiki,3,tiki=random_sentence_generator@current,4,random sentence generator
ranmi,current,tiki/ranmi.tiki,1,tiki=ranmi@current,2,ranmi
"rant about ""exploiting the preparser""",current,tiki/rant_about_%22exploiting_the_preparser%22.tiki,2,tiki=rant_about_%22exploiting_the_preparser%22@current,2,
rants,current,tiki/rants.tiki,2,tiki=rants@current,3,rants
rarna ciska,current,tiki/rarna_ciska.tiki,1,tiki=rarna_ciska@current,2,rarna ciska
re'u,current,tiki/re'u.tiki,1,tiki=re'u@current,2,re'u
record player,current,tiki/record_player.tiki,1,tiki=record_player@current,2,record player
reference grammar,current,tiki/reference_grammar.tiki,1,tiki=reference_grammar@current,2,reference grammar
referentially translucent,current,tiki/referentially_translucent.tiki,1,tiki=referentially_translucent@current,2,referentially translucent
refgram,current,tiki/refgram.tiki,1,tiki=refgram@current,2,refgram
refgramm,current,tiki/refgramm.tiki,1,tiki=refgramm@current,2,refgramm
rehair the bow,current,tiki/rehair_the_bow.tiki,1,tiki=rehair_the_bow@current,2,rehair the bow
reification,current,tiki/reification.tiki,1,tiki=reification@current,2,reification
relylujyjvo,current,tiki/relylujyjvo.tiki,1,tiki=relylujyjvo@current,2,relylujyjvo
replica bags 62137 Fujian Songxi older farming flo,current,tiki/replica_bags_62137_Fujian_Songxi_older_farming_flo.tiki,,,1,
requantification,current,tiki/requantification.tiki,1,tiki=requantification@current,2,requantification
resequencing sumti,current,tiki/resequencing_sumti.tiki,2,tiki=resequencing_sumti@current,3,resequencing sumti
rice_boy_comics,current,tiki/rice_boy_comics.tiki,1,tiki=rice_boy_comics@current,2,
rijno,current,tiki/rijno.tiki,1,tiki=rijno@current,2,rijno
rlpowell,current,tiki/rlpowell.tiki,1,tiki=rlpowell@current,2,rlpowell
ro,current,tiki/ro.tiki,1,tiki=ro@current,2,ro
ru'ai,current,tiki/ru'ai.tiki,1,tiki=ru'ai@current,2,ru'ai
ry ly ny jy,current,tiki/ry_ly_ny_jy.tiki,11,tiki=ry_ly_ny_jy@current,12,ry ly ny jy
sa'ei,current,tiki/sa'ei.tiki,2,tiki=sa'ei@current,2,sa'ei
"said Lord Belpher

But let him try it now",current,tiki/said_Lord_Belpher%0D%0A%0D%0ABut_let_him_try_it_now.tiki,,,1,
samtrosku,current,tiki/samtrosku.tiki,2,tiki=samtrosku@current,3,samtrosku
samtrosku examples,current,tiki/samtrosku_examples.tiki,1,tiki=samtrosku_examples@current,2,samtrosku examples
samtrosku specification,current,tiki/samtrosku_specification.tiki,2,tiki=samtrosku_specification@current,2,samtrosku specification
samxarmuj,current,tiki/samxarmuj.tiki,1,tiki=samxarmuj@current,2,samxarmuj
sand-box,current,tiki/sand-box.tiki,1,tiki=sand-box@current,2,sand-box
sapir .uorf.,current,tiki/sapir_%2Euorf%2E.tiki,1,tiki=sapir_%2Euorf%2E@current,2,sapir .uorf.
sarcasm,current,tiki/sarcasm.tiki,1,tiki=sarcasm@current,2,sarcasm
sarji fo lo jdini,current,tiki/sarji_fo_lo_jdini.tiki,2,tiki=sarji_fo_lo_jdini@current,3,sarji fo lo jdini
saxaras,current,tiki/saxaras.tiki,9,tiki=saxaras@current,10,saxaras
sci-fi freak,current,tiki/sci-fi_freak.tiki,2,tiki=sci-fi_freak@current,2,sci-fi freak
scope of UIs,current,tiki/scope_of_UIs.tiki,2,tiki=scope_of_UIs@current,2,scope of UIs
scope of na,current,tiki/scope_of_na.tiki,1,tiki=scope_of_na@current,2,scope of na
scope of selbri tcita,current,tiki/scope_of_selbri_tcita.tiki,10,tiki=scope_of_selbri_tcita@current,10,scope of selbri tcita
scope of tenses and NA,current,tiki/scope_of_tenses_and_NA.tiki,3,tiki=scope_of_tenses_and_NA@current,3,scope of tenses and NA
se zasti lo ninmu poi cisma,current,tiki/se_zasti_lo_ninmu_poi_cisma.tiki,3,tiki=se_zasti_lo_ninmu_poi_cisma@current,4,se zasti lo ninmu poi cisma
sei'a,current,tiki/sei'a.tiki,1,tiki=sei'a@current,2,sei'a
sei'u,current,tiki/sei'u.tiki,2,tiki=sei'u@current,2,sei'u
selbri,current,tiki/selbri.tiki,1,tiki=selbri@current,2,selbri
selbri for causality,current,tiki/selbri_for_causality.tiki,1,tiki=selbri_for_causality@current,2,selbri for causality
selci'a sera'a lai pokemon.,current,tiki/selci'a_sera'a_lai_pokemon%2E.tiki,74,tiki=selci'a_sera'a_lai_pokemon%2E@current,74,
selckiku,current,tiki/selckiku.tiki,3,tiki=selckiku@current,4,selckiku
seljvajvo,current,tiki/seljvajvo.tiki,3,tiki=seljvajvo@current,3,seljvajvo
selma'o,current,tiki/selma'o.tiki,2,tiki=selma'o@current,3,selma'o
selpa'i,current,tiki/selpa'i.tiki,5,tiki=selpa'i@current,6,selpa'i
semantic primes for lojban,current,tiki/semantic_primes_for_lojban.tiki,1,tiki=semantic_primes_for_lojban@current,2,semantic primes for lojban
semantical equivalences,current,tiki/semantical_equivalences.tiki,3,tiki=semantical_equivalences@current,3,semantical equivalences
semantics,current,tiki/semantics.tiki,1,tiki=semantics@current,2,semantics
senva lo melbi,current,tiki/senva_lo_melbi.tiki,3,tiki=senva_lo_melbi@current,4,senva lo melbi
shorthand symbols,current,tiki/shorthand_symbols.tiki,9,tiki=shorthand_symbols@current,10,shorthand symbols
si'ei,current,tiki/si'ei.tiki,1,tiki=si'ei@current,2,si'ei
sidbo,current,tiki/sidbo.tiki,1,tiki=sidbo@current,2,sidbo
sipna pemci,current,tiki/sipna_pemci.tiki,2,tiki=sipna_pemci@current,3,sipna pemci
"sipna pemci, Robin.ca's translation",current,"tiki/sipna_pemci,_Robin%2Eca's_translation.tiki",2,"tiki=sipna_pemci,_Robin%2Eca's_translation@current",3,"sipna pemci, Robin.ca's translation"
skadji,current,tiki/skadji.tiki,3,tiki=skadji@current,4,skadji
skami mrilu cmene,current,tiki/skami_mrilu_cmene.tiki,1,tiki=skami_mrilu_cmene@current,2,skami mrilu cmene
skanunydji,current,tiki/skanunydji.tiki,1,tiki=skanunydji@current,2,skanunydji
skorgu,current,tiki/skorgu.tiki,2,tiki=skorgu@current,3,
skucripu,current,tiki/skucripu.tiki,2,tiki=skucripu@current,2,skucripu
slinku'i,current,tiki/slinku'i.tiki,2,tiki=slinku'i@current,2,slinku'i
slinku'i test,current,tiki/slinku'i_test.tiki,1,tiki=slinku'i_test@current,2,slinku'i test
smart.fm entry list,current,tiki/smart%2Efm_entry_list.tiki,1,tiki=smart%2Efm_entry_list@current,2,smart.fm entry list
smuni cmaci,current,tiki/smuni_cmaci.tiki,1,tiki=smuni_cmaci@current,2,smuni cmaci
snuji,current,tiki/snuji.tiki,1,tiki=snuji@current,2,snuji
someone feed the cat,current,tiki/someone_feed_the_cat.tiki,2,tiki=someone_feed_the_cat@current,2,someone feed the cat
southeast Michigan Lojban group,current,tiki/southeast_Michigan_Lojban_group.tiki,1,tiki=southeast_Michigan_Lojban_group@current,2,
space_direction_1046,current,tiki/space_direction_1046.tiki,2,tiki=space_direction_1046@current,2,
spacetime,current,tiki/spacetime.tiki,1,tiki=spacetime@current,2,spacetime
spati baljutsi,current,tiki/spati_baljutsi.tiki,2,tiki=spati_baljutsi@current,2,spati baljutsi
species,current,tiki/species.tiki,2,tiki=species@current,2,species
speech recognition,current,tiki/speech_recognition.tiki,1,tiki=speech_recognition@current,2,speech recognition
spero,current,tiki/spero.tiki,3,tiki=spero@current,4,spero
square meter,current,tiki/square_meter.tiki,1,tiki=square_meter@current,2,square meter
sralo,current,tiki/sralo.tiki,1,tiki=sralo@current,2,sralo
srilermorna,current,tiki/srilermorna.tiki,7,tiki=srilermorna@current,8,srilermorna
stika la lojban.,current,tiki/stika_la_lojban%2E.tiki,1,tiki=stika_la_lojban%2E@current,2,stika la lojban.
study-log,current,tiki/study-log.tiki,1,tiki=study-log@current,2,study-log
stura le'i vo preti be le za'i smuni,current,tiki/stura_le'i_vo_preti_be_le_za'i_smuni.tiki,1,tiki=stura_le'i_vo_preti_be_le_za'i_smuni@current,2,stura le'i vo preti be le za'i smuni
suggested final consonants for cmevla,current,tiki/suggested_final_consonants_for_cmevla.tiki,6,tiki=suggested_final_consonants_for_cmevla@current,7,suggested final consonants for cmevla
sumtcita,current,tiki/sumtcita.tiki,1,tiki=sumtcita@current,2,sumtcita
sumti,current,tiki/sumti.tiki,1,tiki=sumti@current,2,sumti
sumti qualifiers,current,tiki/sumti_qualifiers.tiki,2,tiki=sumti_qualifiers@current,2,sumti qualifiers
sumti tcita,current,tiki/sumti_tcita.tiki,1,tiki=sumti_tcita@current,2,sumti tcita
supplicatory model,current,tiki/supplicatory_model.tiki,1,tiki=supplicatory_model@current,2,supplicatory model
ta'u,current,tiki/ta'u.tiki,1,tiki=ta'u@current,2,ta'u
tags as connectives,current,tiki/tags_as_connectives.tiki,2,tiki=tags_as_connectives@current,2,tags as connectives
tai'i,current,tiki/tai'i.tiki,6,tiki=tai'i@current,7,tai'i
talks,current,tiki/talks.tiki,1,tiki=talks@current,2,talks
tanru,current,tiki/tanru.tiki,1,tiki=tanru@current,2,tanru
tanru are not metaphors rant,current,tiki/tanru_are_not_metaphors_rant.tiki,1,tiki=tanru_are_not_metaphors_rant@current,2,tanru are not metaphors rant
tanru versus lujvo rant,current,tiki/tanru_versus_lujvo_rant.tiki,1,tiki=tanru_versus_lujvo_rant@current,2,tanru versus lujvo rant
tarci jamna dracyselkei,current,tiki/tarci_jamna_dracyselkei.tiki,16,tiki=tarci_jamna_dracyselkei@current,17,tarci jamna dracyselkei
tavla fi le tutra pe le terdi,current,tiki/tavla_fi_le_tutra_pe_le_terdi.tiki,2,tiki=tavla_fi_le_tutra_pe_le_terdi@current,2,tavla fi le tutra pe le terdi
tavla fi lei saske cmene,current,tiki/tavla_fi_lei_saske_cmene.tiki,1,tiki=tavla_fi_lei_saske_cmene@current,2,tavla fi lei saske cmene
tavla fi zoi gy frontpage gy,current,tiki/tavla_fi_zoi_gy_frontpage_gy.tiki,2,tiki=tavla_fi_zoi_gy_frontpage_gy@current,2,
te'i,current,tiki/te'i.tiki,1,tiki=te'i@current,2,te'i
temple,current,tiki/temple.tiki,1,tiki=temple@current,2,temple
tenguar,current,tiki/tenguar.tiki,4,tiki=tenguar@current,4,tenguar
tense/modal is not equivalent to cu gotcha,current,tiki/tense%2Fmodal_is_not_equivalent_to_cu_gotcha.tiki,2,tiki=tense%2Fmodal_is_not_equivalent_to_cu_gotcha@current,2,tense/modal is not equivalent to cu gotcha
terjukpa,current,tiki/terjukpa.tiki,4,tiki=terjukpa@current,4,terjukpa
terki,current,tiki/terki.tiki,2,tiki=terki@current,2,terki
than,current,tiki/than.tiki,1,tiki=than@current,2,than
thank you very much,current,tiki/thank_you_very_much.tiki,1,tiki=thank_you_very_much@current,2,thank you very much
the Glasgow Conversation,current,tiki/the_Glasgow_Conversation.tiki,5,tiki=the_Glasgow_Conversation@current,4,the Glasgow Conversation
the Upsidedown Gismu Syndrome,current,tiki/the_Upsidedown_Gismu_Syndrome.tiki,1,tiki=the_Upsidedown_Gismu_Syndrome@current,2,the Upsidedown Gismu Syndrome
the World,current,tiki/the_World.tiki,1,tiki=the_World@current,2,the World
the opposite,current,tiki/the_opposite.tiki,1,tiki=the_opposite@current,2,the opposite
the philosophy,current,tiki/the_philosophy.tiki,1,tiki=the_philosophy@current,2,
this has been a busy day,current,tiki/this_has_been_a_busy_day.tiki,1,tiki=this_has_been_a_busy_day@current,2,this has been a busy day
ti'ocpi,current,tiki/ti'ocpi.tiki,1,tiki=ti'ocpi@current,2,ti'ocpi
tijlan,current,tiki/tijlan.tiki,4,tiki=tijlan@current,5,tijlan
tinkit,current,tiki/tinkit.tiki,5,tiki=tinkit@current,5,tinkit
tk1@,current,tiki/tk1%40.tiki,2,tiki=tk1%40@current,3,
tosmabru,current,tiki/tosmabru.tiki,1,tiki=tosmabru@current,2,tosmabru
tosmabru test,current,tiki/tosmabru_test.tiki,2,tiki=tosmabru_test@current,2,tosmabru test
traji,current,tiki/traji.tiki,2,tiki=traji@current,2,traji
transcendentalism,current,tiki/transcendentalism.tiki,1,tiki=transcendentalism@current,2,transcendentalism
transliterating 'tlhIngan',current,tiki/transliterating_'tlhIngan'.tiki,1,tiki=transliterating_'tlhIngan'@current,2,transliterating 'tlhIngan'
